instrument,technique,dynamic,note,quantity,value,collection,ewsd_primary_analysis_eligible,source_workbook
vla,artificial_harmonic,mf,A#5,EWSD_score_acoustic_balanced,42.83911122818171,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,B5,EWSD_score_acoustic_balanced,35.97779764737756,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,C6,EWSD_score_acoustic_balanced,38.37441809408777,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,C#6,EWSD_score_acoustic_balanced,36.66375992971911,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,D6,EWSD_score_acoustic_balanced,34.91301294627939,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,D#6,EWSD_score_acoustic_balanced,39.45744009618145,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,E6,EWSD_score_acoustic_balanced,41.41831834502469,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,F6,EWSD_score_acoustic_balanced,16.93069686086596,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,F#6,EWSD_score_acoustic_balanced,17.38716934748321,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,G6,EWSD_score_acoustic_balanced,17.80148929386763,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,G#6,EWSD_score_acoustic_balanced,18.28807097285909,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,A6,EWSD_score_acoustic_balanced,20.98210311790146,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,A#6,EWSD_score_acoustic_balanced,20.73150627464387,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,B6,EWSD_score_acoustic_balanced,16.82436342997379,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,C7,EWSD_score_acoustic_balanced,10.40398134944196,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,C#7,EWSD_score_acoustic_balanced,10.15796135155108,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,D7,EWSD_score_acoustic_balanced,12.67900035517015,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,D#7,EWSD_score_acoustic_balanced,16.13069258740571,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,E7,EWSD_score_acoustic_balanced,16.59837748195739,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,F7,EWSD_score_acoustic_balanced,10.87414653144377,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,G7,EWSD_score_acoustic_balanced,10.30141993970665,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,G#7,EWSD_score_acoustic_balanced,10.20330464036952,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,A7,EWSD_score_acoustic_balanced,6.380501634003953,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,A#7,EWSD_score_acoustic_balanced,6.585849446112721,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
vla,artificial_harmonic,mf,B7,EWSD_score_acoustic_balanced,5.965817961620359,orchidea,True,E:\PYTHON CODES\CÓDIGOS FINAIS - GIT HUB\Strings_Techniques_Extrapolation\data\harmonic_calibration\ssa_outputs\viola_orchidea_artificial_harmonic_mf\compiled_density_metrics_research.xlsx
